

*******************************************************************************
Ephemeris / WWW_USER Sun Sep  8 01:47:46 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Saturn (699)                    {source: sat441l}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2020-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 4 (position, LT, range, and range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************
$$SOE
2458870.500000000, A.D. 2020-Jan-22 00:00:00.0000,  5.833007060819155E+08, -1.382802555964209E+09,  8.232124787450433E+05,  5.006110671164403E+03,  1.500794223128406E+09, -1.799229408363792E-01,
2458871.500000000, A.D. 2020-Jan-23 00:00:00.0000,  5.840245026922376E+08, -1.382480169488747E+09,  7.888358004522324E+05,  5.006058841198182E+03,  1.500778684895434E+09, -1.797299420893644E-01,
2458872.500000000, A.D. 2020-Jan-24 00:00:00.0000,  5.847481542460651E+08, -1.382157409555532E+09,  7.544738559014797E+05,  5.006007072947747E+03,  1.500763165164390E+09, -1.795572549874556E-01,
2458873.500000000, A.D. 2020-Jan-25 00:00:00.0000,  5.854716706848156E+08, -1.381834262291385E+09,  7.201184527567625E+05,  5.005955336829869E+03,  1.500747655066444E+09, -1.794767723931903E-01,
2458874.500000000, A.D. 2020-Jan-26 00:00:00.0000,  5.861950593985589E+08, -1.381510717054924E+09,  6.857633397133946E+05,  5.005903609969989E+03,  1.500732147743976E+09, -1.795206549992019E-01,
2458875.500000000, A.D. 2020-Jan-27 00:00:00.0000,  5.869183230511627E+08, -1.381186755116221E+09,  6.513986065931916E+05,  5.005851838571440E+03,  1.500716627069151E+09, -1.797978130070080E-01,
2458876.500000000, A.D. 2020-Jan-28 00:00:00.0000,  5.876414501797489E+08, -1.380862355429167E+09,  6.170143917639852E+05,  5.005799943349898E+03,  1.500701069273127E+09, -1.803695175616529E-01,
2458877.500000000, A.D. 2020-Jan-29 00:00:00.0000,  5.883644166362909E+08, -1.380537512652663E+09,  5.826102967187166E+05,  5.005747876624064E+03,  1.500685460061409E+09, -1.809550564913218E-01,
2458878.500000000, A.D. 2020-Jan-30 00:00:00.0000,  5.890872129256713E+08, -1.380212226242198E+09,  5.481869619876742E+05,  5.005695624475685E+03,  1.500669795261410E+09, -1.816692247206549E-01,
2458879.500000000, A.D. 2020-Jan-31 00:00:00.0000,  5.898098211611433E+08, -1.379886496905602E+09,  5.137464887951612E+05,  5.005643165768988E+03,  1.500654068536786E+09, -1.823687036657784E-01,
2458880.500000000, A.D. 2020-Feb-01 00:00:00.0000,  5.905322307800939E+08, -1.379560330858956E+09,  4.792931014157534E+05,  5.005590505758529E+03,  1.500638281462812E+09, -1.830733111611261E-01,
2458881.500000000, A.D. 2020-Feb-02 00:00:00.0000,  5.912544289978416E+08, -1.379233735940977E+09,  4.448319777688384E+05,  5.005537651668706E+03,  1.500622436205309E+09, -1.837020710491929E-01,
2458882.500000000, A.D. 2020-Feb-03 00:00:00.0000,  5.919764061677750E+08, -1.378906726643346E+09,  4.103714976263642E+05,  5.005484635143654E+03,  1.500606542250949E+09, -1.841540481774010E-01,
2458883.500000000, A.D. 2020-Feb-04 00:00:00.0000,  5.926981679718536E+08, -1.378579324965317E+09,  3.759224400173426E+05,  5.005431530927468E+03,  1.500590622007448E+09, -1.843694426173589E-01,
2458884.500000000, A.D. 2020-Feb-05 00:00:00.0000,  5.934197255104332E+08, -1.378251535934517E+09,  3.414862456403971E+05,  5.005378368881890E+03,  1.500574684427133E+09, -1.845278791501475E-01,
2458885.500000000, A.D. 2020-Feb-06 00:00:00.0000,  5.941410841762636E+08, -1.377923370959746E+09,  3.070681354085207E+05,  5.005325190937418E+03,  1.500558742080448E+09, -1.844882608034477E-01,
2458886.500000000, A.D. 2020-Feb-07 00:00:00.0000,  5.948622595502143E+08, -1.377594836846941E+09,  2.726700341892838E+05,  5.005272038402049E+03,  1.500542807351221E+09, -1.843438839402559E-01,
2458887.500000000, A.D. 2020-Feb-08 00:00:00.0000,  5.955832685850590E+08, -1.377265937095888E+09,  2.382919626351595E+05,  5.005218944359277E+03,  1.500526890157633E+09, -1.841140341184796E-01,
2458888.500000000, A.D. 2020-Feb-09 00:00:00.0000,  5.963041296723233E+08, -1.376936667467912E+09,  2.039299519088268E+05,  5.005165920211984E+03,  1.500510993918182E+09, -1.838572594006991E-01,
2458889.500000000, A.D. 2020-Feb-10 00:00:00.0000,  5.970248620122455E+08, -1.376607012676642E+09,  1.695741074677110E+05,  5.005112944758671E+03,  1.500495112276820E+09, -1.838274775822615E-01,
2458890.500000000, A.D. 2020-Feb-11 00:00:00.0000,  5.977454612075244E+08, -1.376276951200351E+09,  1.352136707671881E+05,  5.005059946534531E+03,  1.500479223808936E+09, -1.839612172214366E-01,
2458891.500000000, A.D. 2020-Feb-12 00:00:00.0000,  5.984659246102549E+08, -1.375946474594744E+09,  1.008445083457232E+05,  5.005006896441780E+03,  1.500463319791233E+09, -1.842327837010239E-01,
2458892.500000000, A.D. 2020-Feb-13 00:00:00.0000,  5.991862452603887E+08, -1.375615567358945E+09,  6.645931461280584E+04,  5.004953738067385E+03,  1.500447383311510E+09, -1.846896902968007E-01,
2458893.500000000, A.D. 2020-Feb-14 00:00:00.0000,  5.999064096982466E+08, -1.375284218705684E+09,  3.205380936527252E+04,  5.004900420743895E+03,  1.500431399180046E+09, -1.853311356520783E-01,
2458894.500000000, A.D. 2020-Feb-15 00:00:00.0000,  6.006263994338646E+08, -1.374952424531199E+09, -2.372333969533443E+03,  5.004846907462762E+03,  1.500415356301960E+09, -1.860497478828217E-01,
2458895.500000000, A.D. 2020-Feb-16 00:00:00.0000,  6.013461962032140E+08, -1.374620184084249E+09, -3.681780838364363E+04,  5.004793171656443E+03,  1.500399246712501E+09, -1.868480572904496E-01,
2458896.500000000, A.D. 2020-Feb-17 00:00:00.0000,  6.020657810648956E+08, -1.374287511680437E+09, -7.127336471253633E+04,  5.004739231768585E+03,  1.500383075940936E+09, -1.874470851619277E-01,
2458897.500000000, A.D. 2020-Feb-18 00:00:00.0000,  6.027851557310429E+08, -1.373954418637346E+09, -1.057333177034259E+05,  5.004685124600116E+03,  1.500366855019905E+09, -1.880315535423267E-01,
2458898.500000000, A.D. 2020-Feb-19 00:00:00.0000,  6.035043127322546E+08, -1.373620912572313E+09, -1.401931150117517E+05,  5.004630863311736E+03,  1.500350587894887E+09, -1.885059495008546E-01,
2458899.500000000, A.D. 2020-Feb-20 00:00:00.0000,  6.042232492514712E+08, -1.373287007524529E+09, -1.746452878928185E+05,  5.004576486850075E+03,  1.500334286241789E+09, -1.888077213541375E-01,
2458900.500000000, A.D. 2020-Feb-21 00:00:00.0000,  6.049419721393651E+08, -1.372952720213294E+09, -2.090819856922030E+05,  5.004522055286363E+03,  1.500317968069511E+09, -1.889092767477340E-01,
2458901.500000000, A.D. 2020-Feb-22 00:00:00.0000,  6.056604929712465E+08, -1.372618060691941E+09, -2.434991754297018E+05,  5.004467614708635E+03,  1.500301647194899E+09, -1.888395004564987E-01,
2458902.500000000, A.D. 2020-Feb-23 00:00:00.0000,  6.063788323874429E+08, -1.372283039420843E+09, -2.778935442748666E+05,  5.004413224714640E+03,  1.500285341484908E+09, -1.886296669113100E-01,
2458903.500000000, A.D. 2020-Feb-24 00:00:00.0000,  6.070970082836298E+08, -1.371947647401008E+09, -3.122715949980021E+05,  5.004358881950010E+03,  1.500269049933925E+09, -1.884791786883784E-01,
2458904.500000000, A.D. 2020-Feb-25 00:00:00.0000,  6.078150294660256E+08, -1.371611881768446E+09, -3.466358054446578E+05,  5.004304589627247E+03,  1.500252773505033E+09, -1.882932148379552E-01,
2458905.500000000, A.D. 2020-Feb-26 00:00:00.0000,  6.085329106291555E+08, -1.371275734614223E+09, -3.809916730397940E+05,  5.004250343613594E+03,  1.500236510959264E+09, -1.881720993989917E-01,
2458906.500000000, A.D. 2020-Feb-27 00:00:00.0000,  6.092506620531127E+08, -1.370939188335840E+09, -4.153493672926426E+05,  5.004196104372898E+03,  1.500220250443975E+09, -1.882821921724409E-01,
2458907.500000000, A.D. 2020-Feb-28 00:00:00.0000,  6.099682767639818E+08, -1.370602223333865E+09, -4.497183173282146E+05,  5.004141803002963E+03,  1.500203971302809E+09, -1.885672970668097E-01,
2458908.500000000, A.D. 2020-Feb-29 00:00:00.0000,  6.106857467655388E+08, -1.370264825063766E+09, -4.841053330330849E+05,  5.004087384627057E+03,  1.500187657084136E+09, -1.891215736539789E-01,
2458909.500000000, A.D. 2020-Mar-01 00:00:00.0000,  6.114030485130733E+08, -1.369926983668944E+09, -5.185132267228961E+05,  5.004032787499633E+03,  1.500171289277107E+09, -1.897532059039561E-01,
2458910.500000000, A.D. 2020-Mar-02 00:00:00.0000,  6.121201692791193E+08, -1.369588703633451E+09, -5.529384037987590E+05,  5.003978008141214E+03,  1.500154866838598E+09, -1.904131910575536E-01,
2458911.500000000, A.D. 2020-Mar-03 00:00:00.0000,  6.128370978932018E+08, -1.369249983823724E+09, -5.873803708552718E+05,  5.003923028000192E+03,  1.500138384206980E+09, -1.911359647913500E-01,
2458912.500000000, A.D. 2020-Mar-04 00:00:00.0000,  6.135538178118818E+08, -1.368910826553671E+09, -6.218363987149596E+05,  5.003867831618037E+03,  1.500121836747901E+09, -1.918837046811665E-01,
2458913.500000000, A.D. 2020-Mar-05 00:00:00.0000,  6.142703149339607E+08, -1.368571247976188E+09, -6.562968177492023E+05,  5.003812448863774E+03,  1.500105233415870E+09, -1.924382067368161E-01,
2458914.500000000, A.D. 2020-Mar-06 00:00:00.0000,  6.149865887926105E+08, -1.368231260614279E+09, -6.907551674993038E+05,  5.003756917073877E+03,  1.500088585404080E+09, -1.928998346522738E-01,
2458915.500000000, A.D. 2020-Mar-07 00:00:00.0000,  6.157026392673527E+08, -1.367890881949845E+09, -7.252024529245496E+05,  5.003701289098769E+03,  1.500071908556689E+09, -1.931077598897420E-01,
2458916.500000000, A.D. 2020-Mar-08 00:00:00.0000,  6.164184802217484E+08, -1.367550121951053E+09, -7.596349233701825E+05,  5.003645614063961E+03,  1.500055217601154E+09, -1.932427979117080E-01,
2458917.500000000, A.D. 2020-Mar-09 00:00:00.0000,  6.171341177577227E+08, -1.367208987147123E+09, -7.940499900502563E+05,  5.003589920050611E+03,  1.500038520955996E+09, -1.932384419300594E-01,
2458918.500000000, A.D. 2020-Mar-10 00:00:00.0000,  6.178495628019397E+08, -1.366867487226386E+09, -8.284437565349936E+05,  5.003534251389281E+03,  1.500021831911182E+09, -1.930383836551530E-01,
2458919.500000000, A.D. 2020-Mar-11 00:00:00.0000,  6.185648402606753E+08, -1.366525627627833E+09, -8.628159295020103E+05,  5.003478658776002E+03,  1.500005165665001E+09, -1.927774832224117E-01,
2458920.500000000, A.D. 2020-Mar-12 00:00:00.0000,  6.192799671163675E+08, -1.366183395037755E+09, -8.971750887172818E+05,  5.003423125185069E+03,  1.499988517113273E+09, -1.926042348092935E-01,
2458921.500000000, A.D. 2020-Mar-13 00:00:00.0000,  6.199949542787013E+08, -1.365840778917595E+09, -9.315278431392908E+05,  5.003367633794542E+03,  1.499971881212909E+09, -1.925367972331721E-01,
2458922.500000000, A.D. 2020-Mar-14 00:00:00.0000,  6.207098039133061E+08, -1.365497758640713E+09, -9.658851148500443E+05,  5.003312125191973E+03,  1.499955240152506E+09, -1.926865760000405E-01,
2458923.500000000, A.D. 2020-Mar-15 00:00:00.0000,  6.214245092144877E+08, -1.365154322472088E+09, -1.000252350593090E+06,  5.003256554627428E+03,  1.499938580516368E+09, -1.929777947658997E-01,
2458924.500000000, A.D. 2020-Mar-16 00:00:00.0000,  6.221390637819853E+08, -1.364810459688004E+09, -1.034634386327207E+06,  5.003200880973512E+03,  1.499921889974815E+09, -1.934099304504392E-01,
2458925.500000000, A.D. 2020-Mar-17 00:00:00.0000,  6.228534570502458E+08, -1.364466155467407E+09, -1.069037921546757E+06,  5.003145044897631E+03,  1.499905150740381E+09, -1.941116422344603E-01,
2458926.500000000, A.D. 2020-Mar-18 00:00:00.0000,  6.235676617894377E+08, -1.364121405442425E+09, -1.103462584005833E+06,  5.003088995631301E+03,  1.499888347593059E+09, -1.948285840502738E-01,
2458927.500000000, A.D. 2020-Mar-19 00:00:00.0000,  6.242816652794569E+08, -1.363776217674807E+09, -1.137902996543288E+06,  5.003032740076473E+03,  1.499871482602001E+09, -1.955708333838252E-01,
2458928.500000000, A.D. 2020-Mar-20 00:00:00.0000,  6.249954528534760E+08, -1.363430599734431E+09, -1.172353842423797E+06,  5.002976280832529E+03,  1.499854556546482E+09, -1.962149215837123E-01,
2458929.500000000, A.D. 2020-Mar-21 00:00:00.0000,  6.257090199067338E+08, -1.363084564184875E+09, -1.206808184326291E+06,  5.002919649518666E+03,  1.499837578905699E+09, -1.967710230670518E-01,
2458930.500000000, A.D. 2020-Mar-22 00:00:00.0000,  6.264223636626711E+08, -1.362738120713580E+09, -1.241260849912524E+06,  5.002862871521959E+03,  1.499820557290506E+09, -1.972364955530158E-01,
2458931.500000000, A.D. 2020-Mar-23 00:00:00.0000,  6.271354798593230E+08, -1.362391279908641E+09, -1.275706061893225E+06,  5.002805972838490E+03,  1.499803499494332E+09, -1.975693096359709E-01,
2458932.500000000, A.D. 2020-Mar-24 00:00:00.0000,  6.278483736170163E+08, -1.362044064254226E+09, -1.310132760167778E+06,  5.002749028527997E+03,  1.499786428019520E+09, -1.975846169083492E-01,
2458933.500000000, A.D. 2020-Mar-25 00:00:00.0000,  6.285610659536039E+08, -1.361696480773889E+09, -1.344539412094533E+06,  5.002692089044282E+03,  1.499769357991740E+09, -1.975327257509841E-01,
2458934.500000000, A.D. 2020-Mar-26 00:00:00.0000,  6.292735698337055E+08, -1.361348533558867E+09, -1.378925302499831E+06,  5.002635184808535E+03,  1.499752298531035E+09, -1.973538717640512E-01,
2458935.500000000, A.D. 2020-Mar-27 00:00:00.0000,  6.299859027482476E+08, -1.361000220853961E+09, -1.413293110327363E+06,  5.002578334969047E+03,  1.499735255377918E+09, -1.971622488636244E-01,
2458936.500000000, A.D. 2020-Mar-28 00:00:00.0000,  6.306980782105575E+08, -1.360651536532490E+09, -1.447647473690927E+06,  5.002521539990225E+03,  1.499718228671615E+09, -1.969951902604437E-01,
2458937.500000000, A.D. 2020-Mar-29 00:00:00.0000,  6.314101059960988E+08, -1.360302470646109E+09, -1.481994460090041E+06,  5.002464783636139E+03,  1.499701213544716E+09, -1.968687813486065E-01,
2458938.500000000, A.D. 2020-Mar-30 00:00:00.0000,  6.321219994102670E+08, -1.359953008838924E+09, -1.516342828070402E+06,  5.002408041405858E+03,  1.499684202652028E+09, -1.969726567951072E-01,
2458939.500000000, A.D. 2020-Mar-31 00:00:00.0000,  6.328337499112234E+08, -1.359603124946927E+09, -1.550705308735609E+06,  5.002351222483027E+03,  1.499667168767492E+09, -1.973479757635737E-01,
2458940.500000000, A.D. 2020-Apr-01 00:00:00.0000,  6.335453414463836E+08, -1.359252810462079E+09, -1.585084783555925E+06,  5.002294278841267E+03,  1.499650097493160E+09, -1.978508630154027E-01,
2458941.500000000, A.D. 2020-Apr-02 00:00:00.0000,  6.342567597592454E+08, -1.358902058369352E+09, -1.619483460952342E+06,  5.002237169423393E+03,  1.499632976520401E+09, -1.984712614948944E-01,
2458942.500000000, A.D. 2020-Apr-03 00:00:00.0000,  6.349679902737678E+08, -1.358550867049172E+09, -1.653900771747172E+06,  5.002179868946934E+03,  1.499615798269719E+09, -1.991836814582687E-01,
2458943.500000000, A.D. 2020-Apr-04 00:00:00.0000,  6.356790174574790E+08, -1.358199239690020E+09, -1.688333535484612E+06,  5.002122365205923E+03,  1.499598559081857E+09, -1.998759968593823E-01,
2458944.500000000, A.D. 2020-Apr-05 00:00:00.0000,  6.363898300361487E+08, -1.357847178872636E+09, -1.722779426167250E+06,  5.002064650081653E+03,  1.499581256522889E+09, -2.006405804351566E-01,
2458945.500000000, A.D. 2020-Apr-06 00:00:00.0000,  6.371004091943234E+08, -1.357494698729827E+09, -1.757229366586566E+06,  5.002006739545759E+03,  1.499563895380989E+09, -2.011865445046696E-01,
2458946.500000000, A.D. 2020-Apr-07 00:00:00.0000,  6.378107591519178E+08, -1.357141818754458E+09, -1.791673692344308E+06,  5.001948698266872E+03,  1.499546495043326E+09, -2.015871506650701E-01,
2458947.500000000, A.D. 2020-Apr-08 00:00:00.0000,  6.385208838697454E+08, -1.356788548795960E+09, -1.826107794754207E+06,  5.001890561428054E+03,  1.499529066057517E+09, -2.018450138355473E-01,
2458948.500000000, A.D. 2020-Apr-09 00:00:00.0000,  6.392307888073480E+08, -1.356434898796476E+09, -1.860527143526256E+06,  5.001832366619218E+03,  1.499511619692733E+09, -2.019666288225799E-01,
2458949.500000000, A.D. 2020-Apr-10 00:00:00.0000,  6.399404847694097E+08, -1.356080881130692E+09, -1.894926538771272E+06,  5.001774166379485E+03,  1.499494171699807E+09, -2.019127117898196E-01,
2458950.500000000, A.D. 2020-Apr-11 00:00:00.0000,  6.406499860007442E+08, -1.355726500015025E+09, -1.929305264715850E+06,  5.001715993597016E+03,  1.499476731938361E+09, -2.017502068946213E-01,
2458951.500000000, A.D. 2020-Apr-12 00:00:00.0000,  6.413593122193602E+08, -1.355371762146639E+09, -1.963661839754522E+06,  5.001657896524305E+03,  1.499459314874131E+09, -2.014393761582585E-01,
2458952.500000000, A.D. 2020-Apr-13 00:00:00.0000,  6.420684865277250E+08, -1.355016653035583E+09, -1.998006054600298E+06,  5.001599864538818E+03,  1.499441917322559E+09, -2.012987469999675E-01,
2458953.500000000, A.D. 2020-Apr-14 00:00:00.0000,  6.427775127474678E+08, -1.354661157263104E+09, -2.032346398142815E+06,  5.001541856837953E+03,  1.499424527051334E+09, -2.012817977010116E-01,
2458954.500000000, A.D. 2020-Apr-15 00:00:00.0000,  6.434863915324924E+08, -1.354305262008453E+09, -2.066689542547822E+06,  5.001483835978161E+03,  1.499407132835161E+09, -2.013809730716394E-01,
2458955.500000000, A.D. 2020-Apr-16 00:00:00.0000,  6.441951231732700E+08, -1.353948953009767E+09, -2.101042935052037E+06,  5.001425759704130E+03,  1.499389722006218E+09, -2.016962511217297E-01,
2458956.500000000, A.D. 2020-Apr-17 00:00:00.0000,  6.449036947221230E+08, -1.353592214595956E+09, -2.135413361341834E+06,  5.001367562569467E+03,  1.499372274944169E+09, -2.021741342705481E-01,
2458957.500000000, A.D. 2020-Apr-18 00:00:00.0000,  6.456120949238204E+08, -1.353235039118366E+09, -2.169803718611717E+06,  5.001309205660446E+03,  1.499354779982973E+09, -2.028531235055688E-01,
2458958.500000000, A.D. 2020-Apr-19 00:00:00.0000,  6.463202994759449E+08, -1.352877418823208E+09, -2.204215700170636E+06,  5.001250630934347E+03,  1.499337219721859E+09, -2.036189639418941E-01,
2458959.500000000, A.D. 2020-Apr-20 00:00:00.0000,  6.470282905391127E+08, -1.352519364858562E+09, -2.238641816972792E+06,  5.001191846353588E+03,  1.499319596547900E+09, -2.043116866587832E-01,
2458960.500000000, A.D. 2020-Apr-21 00:00:00.0000,  6.477360615029116E+08, -1.352160887114106E+09, -2.273076297359586E+06,  5.001132872137188E+03,  1.499301916522607E+09, -2.049401768462727E-01,
2458961.500000000, A.D. 2020-Apr-22 00:00:00.0000,  6.484436062533150E+08, -1.351801991286591E+09, -2.307515680291951E+06,  5.001073716549356E+03,  1.499284182123527E+09, -2.055661210379461E-01,
2458962.500000000, A.D. 2020-Apr-23 00:00:00.0000,  6.491509150558722E+08, -1.351442691859196E+09, -2.341951610511124E+06,  5.001014408962724E+03,  1.499266402156352E+09, -2.059784445914348E-01,
2458963.500000000, A.D. 2020-Apr-24 00:00:00.0000,  6.498579926645162E+08, -1.351083002325196E+09, -2.376377673683167E+06,  5.000954996625323E+03,  1.499248590785687E+09, -2.062898873715077E-01,
2458964.500000000, A.D. 2020-Apr-25 00:00:00.0000,  6.505648422787631E+08, -1.350722939109933E+09, -2.410785775977135E+06,  5.000895533326162E+03,  1.499230764137071E+09, -2.063226845322277E-01,
2458965.500000000, A.D. 2020-Apr-26 00:00:00.0000,  6.512714847331216E+08, -1.350362513759733E+09, -2.445171996946275E+06,  5.000836083740704E+03,  1.499212941599720E+09, -2.062303667295307E-01,
2458966.500000000, A.D. 2020-Apr-27 00:00:00.0000,  6.519779362487917E+08, -1.350001725503210E+09, -2.479538493190527E+06,  5.000776668984228E+03,  1.499195129503834E+09, -2.060904627526026E-01,
2458967.500000000, A.D. 2020-Apr-28 00:00:00.0000,  6.526842073923477E+08, -1.349640571791581E+09, -2.513887698647618E+06,  5.000717296731731E+03,  1.499177330150321E+09, -2.059000042934482E-01,
2458968.500000000, A.D. 2020-Apr-29 00:00:00.0000,  6.533903157545269E+08, -1.349279052961820E+09, -2.548221239641726E+06,  5.000657993605681E+03,  1.499159551520396E+09, -2.056771898967987E-01,
2458969.500000000, A.D. 2020-Apr-30 00:00:00.0000,  6.540962753360353E+08, -1.348917151417279E+09, -2.582549589445531E+06,  5.000598727341078E+03,  1.499141783941253E+09, -2.056247897541075E-01,
2458970.500000000, A.D. 2020-May-01 00:00:00.0000,  6.548020893985783E+08, -1.348554852538277E+09, -2.616880677116036E+06,  5.000539459091818E+03,  1.499124015767126E+09, -2.057247821497023E-01,
2458971.500000000, A.D. 2020-May-02 00:00:00.0000,  6.555077536933035E+08, -1.348192134405923E+09, -2.651225441115439E+06,  5.000480117247842E+03,  1.499106225529859E+09, -2.061134130369445E-01,
2458972.500000000, A.D. 2020-May-03 00:00:00.0000,  6.562132501162430E+08, -1.347828985251894E+09, -2.685588287512839E+06,  5.000420640417098E+03,  1.499088394824576E+09, -2.066589321956185E-01,
