jdtdb,calendar,x,y,z,lt,rg,rr
2459586.500000000,A.D. 2022-Jan-07 00:00:00.0000,4.433442132703005E+09,-6.091335868263938E+08,-8.963550887986830E+07,1.493029588559430E+04,4.475990102209599E+09,-3.439398877698183E-02
2459587.500000000,A.D. 2022-Jan-08 00:00:00.0000,4.433503365843575E+09,-6.086642779242066E+08,-8.964654814063960E+07,1.493028597652543E+04,4.475987131545490E+09,-3.437079037545407E-02
2459588.500000000,A.D. 2022-Jan-09 00:00:00.0000,4.433564550913106E+09,-6.081949661167828E+08,-8.965759231570899E+07,1.493027607465624E+04,4.475984163039785E+09,-3.434402382852317E-02
2459589.500000000,A.D. 2022-Jan-10 00:00:00.0000,4.433625688271835E+09,-6.077256510631256E+08,-8.966864136926785E+07,1.493026618101674E+04,4.475981197001281E+09,-3.431367721650582E-02
2459590.500000000,A.D. 2022-Jan-11 00:00:00.0000,4.433686778280929E+09,-6.072563324219797E+08,-8.967969526558846E+07,1.493025629664046E+04,4.475978233739820E+09,-3.427973830915083E-02
2459591.500000000,A.D. 2022-Jan-12 00:00:00.0000,4.433747821302507E+09,-6.067870098516471E+08,-8.969075396901178E+07,1.493024642256446E+04,4.475975273566305E+09,-3.424219503066771E-02
2459592.500000000,A.D. 2022-Jan-13 00:00:00.0000,4.433808817699641E+09,-6.063176830097880E+08,-8.970181744393072E+07,1.493023655982918E+04,4.475972316792653E+09,-3.420103601279286E-02
2459593.500000000,A.D. 2022-Jan-14 00:00:00.0000,4.433869767836284E+09,-6.058483515532129E+08,-8.971288565476742E+07,1.493022670947815E+04,4.475969363731708E+09,-3.415625118976779E-02
2459594.500000000,A.D. 2022-Jan-15 00:00:00.0000,4.433930672077168E+09,-6.053790151376876E+08,-8.972395856594735E+07,1.493021687255758E+04,4.475966414697110E+09,-3.410783237519727E-02
2459595.500000000,A.D. 2022-Jan-16 00:00:00.0000,4.433991530787633E+09,-6.049096734177611E+08,-8.973503614187032E+07,1.493020705011566E+04,4.475963470003103E+09,-3.405577375595937E-02
2459596.500000000,A.D. 2022-Jan-17 00:00:00.0000,4.434052344333432E+09,-6.044403260466363E+08,-8.974611834688097E+07,1.493019724320191E+04,4.475960529964323E+09,-3.400007224268597E-02
2459597.500000000,A.D. 2022-Jan-18 00:00:00.0000,4.434113113080484E+09,-6.039709726760918E+08,-8.975720514524081E+07,1.493018745286629E+04,4.475957594895543E+09,-3.394072762981630E-02
2459598.500000000,A.D. 2022-Jan-19 00:00:00.0000,4.434173837394635E+09,-6.035016129564652E+08,-8.976829650110427E+07,1.493017768015844E+04,4.475954665111437E+09,-3.387774254081742E-02
2459599.500000000,A.D. 2022-Jan-20 00:00:00.0000,4.434234517641405E+09,-6.030322465366979E+08,-8.977939237849984E+07,1.493016792612685E+04,4.475951740926331E+09,-3.381112216590873E-02
2459600.500000000,A.D. 2022-Jan-21 00:00:00.0000,4.434295154185777E+09,-6.025628730644323E+08,-8.979049274131781E+07,1.493015819181820E+04,4.475948822654015E+09,-3.374087384049569E-02
2459601.500000000,A.D. 2022-Jan-22 00:00:00.0000,4.434355741403481E+09,-6.020934907630712E+08,-8.980159138660347E+07,1.493014845743561E+04,4.475945904359529E+09,-3.381238584382829E-02
2459602.500000000,A.D. 2022-Jan-23 00:00:00.0000,4.434416273335329E+09,-6.016240983611614E+08,-8.981268230251774E+07,1.493013870231588E+04,4.475942979848207E+09,-3.388478443415032E-02
2459603.500000000,A.D. 2022-Jan-24 00:00:00.0000,4.434476749842683E+09,-6.011546962625961E+08,-8.982376573941654E+07,1.493012892620143E+04,4.475940049042828E+09,-3.395808406401939E-02
2459604.500000000,A.D. 2022-Jan-25 00:00:00.0000,4.434537170785893E+09,-6.006852848706551E+08,-8.983484194753116E+07,1.493011912883050E+04,4.475937111864915E+09,-3.403229918641943E-02
2459605.500000000,A.D. 2022-Jan-26 00:00:00.0000,4.434597536024302E+09,-6.002158645881798E+08,-8.984591117698160E+07,1.493010930993720E+04,4.475934168234757E+09,-3.410744385130075E-02
2459606.500000000,A.D. 2022-Jan-27 00:00:00.0000,4.434657845416267E+09,-5.997464358177326E+08,-8.985697367779216E+07,1.493009946925169E+04,4.475931218071459E+09,-3.418353141445429E-02
2459607.500000000,A.D. 2022-Jan-28 00:00:00.0000,4.434718098819221E+09,-5.992769989617294E+08,-8.986802969990689E+07,1.493008960650042E+04,4.475928261293013E+09,-3.426057434856713E-02
