jdtdb,calendar,x,y,z,lt,rg,rr
2460970.500000000,A.D. 2025-Oct-22 00:00:00.0000,2.268773312285799E+07,-6.272134949390752E+07,-7.206639132288449E+06,2.237774234681665E+02,6.708678382642852E+07,-5.415142358189414E+00
2460971.500000000,A.D. 2025-Oct-23 00:00:00.0000,2.576301693296964E+07,-6.097425743830746E+07,-7.345926624030754E+06,2.221535809621197E+02,6.659996809013588E+07,-5.852217062864706E+00
2460972.500000000,A.D. 2025-Oct-24 00:00:00.0000,2.875186926128449E+07,-5.902271983121358E+07,-7.460578866401535E+06,2.204051528372050E+02,6.607580252493136E+07,-6.279501970734574E+00
2460973.500000000,A.D. 2025-Oct-25 00:00:00.0000,3.164195166488487E+07,-5.686853838441682E+07,-7.549611422934674E+06,2.185351577426465E+02,6.551519209908573E+07,-6.695602614484034E+00
2460974.500000000,A.D. 2025-Oct-26 00:00:00.0000,3.442052430902918E+07,-5.451406027839613E+07,-7.612047618845146E+06,2.165470393798427E+02,6.491916920830581E+07,-7.098960478840334E+00
2460975.500000000,A.D. 2025-Oct-27 00:00:00.0000,3.707442624534510E+07,-5.196224859807041E+07,-7.646922488333710E+06,2.144447166826440E+02,6.428890871940345E+07,-7.487832617282312E+00
2460976.500000000,A.D. 2025-Oct-28 00:00:00.0000,3.959006001558382E+07,-4.921676277298929E+07,-7.653287936216982E+06,2.122326400802451E+02,6.362574483748600E+07,-7.860269843990281E+00
2460977.500000000,A.D. 2025-Oct-29 00:00:00.0000,4.195338211348632E+07,-4.628204993384465E+07,-7.630219328968776E+06,2.099158542302304E+02,6.293118991285046E+07,-8.214093683295550E+00
2460978.500000000,A.D. 2025-Oct-30 00:00:00.0000,4.414990121993695E+07,-4.316344807051114E+07,-7.576823763173072E+06,2.075000675353105E+02,6.220695528157672E+07,-8.546872416498099E+00
2460979.500000000,A.D. 2025-Oct-31 00:00:00.0000,4.616468658180863E+07,-3.986730178629697E+07,-7.492250293743925E+06,2.049917286297714E+02,6.145497419558815E+07,-8.855896782117410E+00
2460980.500000000,A.D. 2025-Nov-01 00:00:00.0000,4.798238943813118E+07,-3.640109126143383E+07,-7.375702438330449E+06,2.023981098215214E+02,6.067742683794782E+07,-9.138156176167980E+00
2460981.500000000,A.D. 2025-Nov-02 00:00:00.0000,4.958728100952177E+07,-3.277357473066532E+07,-7.226453305300489E+06,1.997273971789558E+02,5.987676733022143E+07,-9.390316581479713E+00
2460982.500000000,A.D. 2025-Nov-03 00:00:00.0000,5.096331125172316E+07,-2.899494430033954E+07,-7.043863716334367E+06,1.969887865295505E+02,5.905575251213124E+07,-9.608701947499581E+00
2460983.500000000,A.D. 2025-Nov-04 00:00:00.0000,5.209419331293617E+07,-2.507699422482439E+07,-6.827403704763557E+06,1.941925840550514E+02,5.821747209923546E+07,-9.789281360333980E+00
2460984.500000000,A.D. 2025-Nov-05 00:00:00.0000,5.296351939020658E+07,-2.103329976585707E+07,-6.576677758677631E+06,1.913503093885171E+02,5.736537959064401E+07,-9.927665096166185E+00
2460985.500000000,A.D. 2025-Nov-06 00:00:00.0000,5.355491438847338E+07,-1.687940340009347E+07,-6.291454131784745E+06,1.884747981026479E+02,5.650332299424656E+07,-1.001911353446895E+01
2460986.500000000,A.D. 2025-Nov-07 00:00:00.0000,5.385223434625782E+07,-1.263300334727834E+07,-5.971698449892344E+06,1.855802991929777E+02,5.563557405143819E+07,-1.005856389005835E+01
2460987.500000000,A.D. 2025-Nov-08 00:00:00.0000,5.383981685579836E+07,-8.314137102590164E+06,-5.617611678020917E+06,1.826825615841104E+02,5.476685417103682E+07,-1.004068073346709E+01
2460988.500000000,A.D. 2025-Nov-09 00:00:00.0000,5.350279046611197E+07,-3.945349840577588E+06,-5.229672261071418E+06,1.797989018315350E+02,5.390235472577657E+07,-9.959937175244349E+00
2460989.500000000,A.D. 2025-Nov-10 00:00:00.0000,5.282744904461997E+07,4.481657568662413E+05,-4.808681887161955E+06,1.769482431144019E+02,5.304774874204811E+07,-9.810734177174238E+00
2460990.500000000,A.D. 2025-Nov-11 00:00:00.0000,5.180169495717372E+07,4.838475381128175E+06,-4.355813827535035E+06,1.741511134506923E+02,5.220919036481994E+07,-9.587565406750006E+00
2460991.500000000,A.D. 2025-Nov-12 00:00:00.0000,5.041555134293617E+07,9.194875594567508E+06,-3.872662169700501E+06,1.714295890565027E+02,5.139329787717883E+07,-9.285233949240308E+00
2460992.500000000,A.D. 2025-Nov-13 00:00:00.0000,4.866173836377074E+07,1.348395723693535E+07,-3.361289489004496E+06,1.688071672909252E+02,5.060711561016366E+07,-8.899124531669198E+00
2460993.500000000,A.D. 2025-Nov-14 00:00:00.0000,4.653630086524897E+07,1.766978629371698E+07,-2.824269636370060E+06,1.663085532007935E+02,4.985804995048966E+07,-8.425530187101639E+00
2460994.500000000,A.D. 2025-Nov-15 00:00:00.0000,4.403926541989862E+07,2.171422894104523E+07,-2.264721438498992E+06,1.639593449590713E+02,4.915377503734989E+07,-7.862025131629503E+00
2460995.500000000,A.D. 2025-Nov-16 00:00:00.0000,4.117529368582939E+07,2.557744438506601E+07,-1.686328347547218E+06,1.617856071881115E+02,4.850210484794642E+07,-7.207866050714881E+00
2460996.500000000,A.D. 2025-Nov-17 00:00:00.0000,3.795428746780454E+07,2.921856160327552E+07,-1.093338632051580E+06,1.598133278943486E+02,4.791083039060675E+07,-6.464392667696748E+00
2460997.500000000,A.D. 2025-Nov-18 00:00:00.0000,3.439189059541415E+07,3.259654333760696E+07,-4.905408012997303E+05,1.580677648126736E+02,4.738752374375733E+07,-5.635386989259184E+00
2460998.500000000,A.D. 2025-Nov-19 00:00:00.0000,3.050982617848524E+07,3.567122260796163E+07,1.167901682111006E+05,1.565727000595116E+02,4.693931460653774E+07,-4.727341589948864E+00
2460999.500000000,A.D. 2025-Nov-20 00:00:00.0000,2.633600774004105E+07,3.840447475169142E+07,7.229784216643274E+05,1.553496369497610E+02,4.657264951057646E+07,-3.749584034554548E+00
2461000.500000000,A.D. 2025-Nov-21 00:00:00.0000,2.190437162154740E+07,4.076146421055433E+07,1.322064488122137E+06,1.544169874971827E+02,4.629304823873566E+07,-2.714210304387097E+00
2461001.500000000,A.D. 2025-Nov-22 00:00:00.0000,1.725439715252173E+07,4.271188407800743E+07,1.907950589168487E+06,1.537893105567487E+02,4.610487542593303E+07,-1.635796853417071E+00
2461002.500000000,A.D. 2025-Nov-23 00:00:00.0000,1.243030953390939E+07,4.423109266103344E+07,2.474566632651184E+06,1.534766656321003E+02,4.601114683549146E+07,-5.308880124714355E-01
2461003.500000000,A.D. 2025-Nov-24 00:00:00.0000,7.479994791018234E+06,4.530104943548810E+07,3.016046221195871E+06,1.534841435849959E+02,4.601338866937086E+07,5.827111686941112E-01
2461004.500000000,A.D. 2025-Nov-25 00:00:00.0000,2.453690836631531E+06,4.591096529290715E+07,3.526899846972294E+06,1.538116219925458E+02,4.611156422611216E+07,1.686773911982791E+00
2461005.500000000,A.D. 2025-Nov-26 00:00:00.0000,-2.597453060186014E+06,4.605760829207746E+07,4.002172003226869E+06,1.544537710872825E+02,4.630407568162575E+07,2.763536012951085E+00
2461006.500000000,A.D. 2025-Nov-27 00:00:00.0000,-7.622840179008869E+06,4.574524223120154E+07,4.437570432844194E+06,1.554003096413979E+02,4.658784080135578E+07,3.796530470905890E+00
