jdtdb,calendar,x,y,z,lt,rg,rr
2458898.500000000,A.D. 2020-Feb-19 00:00:00.0000,-1.205394396781432E+08,-1.945865329470669E+08,-1.119912230281159E+06,7.635261703024852E+02,2.288993873423086E+08,-2.244074891511136E+00
2458899.500000000,A.D. 2020-Feb-20 00:00:00.0000,-1.186759773057158E+08,-1.955013032159672E+08,-1.184800307599142E+06,7.628790318999057E+02,2.287053801299331E+08,-2.246802900974066E+00
2458900.500000000,A.D. 2020-Feb-21 00:00:00.0000,-1.168026859996833E+08,-1.963998840235325E+08,-1.249590268142387E+06,7.622311331573251E+02,2.285111449733598E+08,-2.249351230623770E+00
2458901.500000000,A.D. 2020-Feb-22 00:00:00.0000,-1.149196961983805E+08,-1.972821594469645E+08,-1.314276482218564E+06,7.615825260250400E+02,2.283166974468957E+08,-2.251718723208414E+00
2458902.500000000,A.D. 2020-Feb-23 00:00:00.0000,-1.130271398308374E+08,-1.981480143528955E+08,-1.378853300043315E+06,7.609332627813372E+02,2.281220532231770E+08,-2.253904236606965E+00
2458903.500000000,A.D. 2020-Feb-24 00:00:00.0000,-1.111251503186531E+08,-1.989973344172194E+08,-1.443315052097335E+06,7.602833960304685E+02,2.279272280725616E+08,-2.255906645078761E+00
2458904.500000000,A.D. 2020-Feb-25 00:00:00.0000,-1.092138625774978E+08,-1.998300061450491E+08,-1.507656049541399E+06,7.596329787000270E+02,2.277322378623427E+08,-2.257724836672332E+00
2458905.500000000,A.D. 2020-Feb-26 00:00:00.0000,-1.072934130183226E+08,-2.006459168910216E+08,-1.571870584669530E+06,7.589820640385309E+02,2.275370985560246E+08,-2.259357714487652E+00
2458906.500000000,A.D. 2020-Feb-27 00:00:00.0000,-1.053639395484533E+08,-2.014449548799447E+08,-1.635952931319445E+06,7.583307056135029E+02,2.273418262127464E+08,-2.260804191953022E+00
2458907.500000000,A.D. 2020-Feb-28 00:00:00.0000,-1.034255815725681E+08,-2.022270092276039E+08,-1.699897345222279E+06,7.576789573095027E+02,2.271464369866928E+08,-2.262063177288008E+00
2458908.500000000,A.D. 2020-Feb-29 00:00:00.0000,-1.014784799933421E+08,-2.029919699616496E+08,-1.763698064383015E+06,7.570268733255386E+02,2.269509471263178E+08,-2.263133566109566E+00
2458909.500000000,A.D. 2020-Mar-01 00:00:00.0000,-9.952277721161574E+07,-2.037397280426818E+08,-1.827349309567705E+06,7.563745081720072E+02,2.267553729734271E+08,-2.264014258056873E+00
2458910.500000000,A.D. 2020-Mar-02 00:00:00.0000,-9.755861712622949E+07,-2.044701753856440E+08,-1.890845284841225E+06,7.557219166677614E+02,2.265597309622993E+08,-2.264704179210224E+00
2458911.500000000,A.D. 2020-Mar-03 00:00:00.0000,-9.558614513373956E+07,-2.051832048814625E+08,-1.954180178046942E+06,7.550691539374442E+02,2.263640376188868E+08,-2.265202286690996E+00
2458912.500000000,A.D. 2020-Mar-04 00:00:00.0000,-9.360550812799567E+07,-2.058787104187641E+08,-2.017348161218509E+06,7.544162754085420E+02,2.261683095599318E+08,-2.265507556419320E+00
2458913.500000000,A.D. 2020-Mar-05 00:00:00.0000,-9.161685449937828E+07,-2.065565869056666E+08,-2.080343391011909E+06,7.537633368078423E+02,2.259725634919049E+08,-2.265618969025212E+00
2458914.500000000,A.D. 2020-Mar-06 00:00:00.0000,-8.962033413360423E+07,-2.072167302918451E+08,-2.143160009213403E+06,7.531103941578086E+02,2.257768162099183E+08,-2.265535502973434E+00
2458915.500000000,A.D. 2020-Mar-07 00:00:00.0000,-8.761609841021457E+07,-2.078590375910148E+08,-2.205792143281460E+06,7.524575037735090E+02,2.255810845968045E+08,-2.265256136234383E+00
2458916.500000000,A.D. 2020-Mar-08 00:00:00.0000,-8.560430020084520E+07,-2.084834069036805E+08,-2.268233906861499E+06,7.518047222597830E+02,2.253853856222676E+08,-2.264779855567690E+00
2458917.500000000,A.D. 2020-Mar-09 00:00:00.0000,-8.358509386720756E+07,-2.090897374398957E+08,-2.330479400283456E+06,7.511521065077790E+02,2.251897363418448E+08,-2.264105665602443E+00
2458918.500000000,A.D. 2020-Mar-10 00:00:00.0000,-8.155863525863674E+07,-2.096779295420309E+08,-2.392522711103737E+06,7.504997136906735E+02,2.249941538956232E+08,-2.263232592388623E+00
2458919.500000000,A.D. 2020-Mar-11 00:00:00.0000,-7.952508170920607E+07,-2.102478847077877E+08,-2.454357914707661E+06,7.498476012593404E+02,2.247986555069416E+08,-2.262159686275344E+00
2458920.500000000,A.D. 2020-Mar-12 00:00:00.0000,-7.748459203456762E+07,-2.107995056135726E+08,-2.515979074905559E+06,7.491958269385497E+02,2.246032584812504E+08,-2.260886022113572E+00
2458921.500000000,A.D. 2020-Mar-13 00:00:00.0000,-7.543732652861582E+07,-2.113326961380879E+08,-2.577380244461671E+06,7.485444487233700E+02,2.244079802050340E+08,-2.259410687157108E+00
2458922.500000000,A.D. 2020-Mar-14 00:00:00.0000,-7.338344695983301E+07,-2.118473613859830E+08,-2.638555465604082E+06,7.478935248751202E+02,2.242128381445964E+08,-2.257732762962035E+00
2458923.500000000,A.D. 2020-Mar-15 00:00:00.0000,-7.132311656709540E+07,-2.123434077116208E+08,-2.699498770619437E+06,7.472431139168070E+02,2.240178498446936E+08,-2.255851325246037E+00
2458924.500000000,A.D. 2020-Mar-16 00:00:00.0000,-6.925650005493681E+07,-2.128207427431055E+08,-2.760204182546586E+06,7.465932746285681E+02,2.238230329271675E+08,-2.253765467131989E+00
2458925.500000000,A.D. 2020-Mar-17 00:00:00.0000,-6.718376358848947E+07,-2.132792754065614E+08,-2.820665715865314E+06,7.459440660433639E+02,2.236284050896544E+08,-2.251474317956906E+00
2458926.500000000,A.D. 2020-Mar-18 00:00:00.0000,-6.510507478821640E+07,-2.137189159504978E+08,-2.880877377109125E+06,7.452955474425163E+02,2.234339841042475E+08,-2.248977039805246E+00
2458927.500000000,A.D. 2020-Mar-19 00:00:00.0000,-6.302060272428738E+07,-2.141395759701569E+08,-2.940833165455699E+06,7.446477783506057E+02,2.232397878159673E+08,-2.246272814096805E+00
2458928.500000000,A.D. 2020-Mar-20 00:00:00.0000,-6.093051791042806E+07,-2.145411684319748E+08,-3.000527073381603E+06,7.440008185299982E+02,2.230458341411201E+08,-2.243360833634128E+00
2458929.500000000,A.D. 2020-Mar-21 00:00:00.0000,-5.883499229728531E+07,-2.149236076983628E+08,-3.059953087376684E+06,7.433547279757488E+02,2.228521410657711E+08,-2.240240299813037E+00
2458930.500000000,A.D. 2020-Mar-22 00:00:00.0000,-5.673419926545548E+07,-2.152868095527932E+08,-3.119105188646957E+06,7.427095669110092E+02,2.226587266443669E+08,-2.236910421323706E+00
2458931.500000000,A.D. 2020-Mar-23 00:00:00.0000,-5.462831361816737E+07,-2.156306912249443E+08,-3.177977353788584E+06,7.420653957821543E+02,2.224656089982748E+08,-2.233370418940811E+00
2458932.500000000,A.D. 2020-Mar-24 00:00:00.0000,-5.251751157346336E+07,-2.159551714157471E+08,-3.236563555489317E+06,7.414222752529952E+02,2.222728063140480E+08,-2.229619535541530E+00
2458933.500000000,A.D. 2020-Mar-25 00:00:00.0000,-5.040197075580438E+07,-2.162601703224798E+08,-3.294857763300627E+06,7.407802661985323E+02,2.220803368415523E+08,-2.225657045253591E+00
2458934.500000000,A.D. 2020-Mar-26 00:00:00.0000,-4.828187018722050E+07,-2.165456096641148E+08,-3.352853944438562E+06,7.401394296990519E+02,2.218882188921970E+08,-2.221482258150330E+00
2458935.500000000,A.D. 2020-Mar-27 00:00:00.0000,-4.615739027816727E+07,-2.168114127068797E+08,-3.410546064532727E+06,7.394998270345881E+02,2.216964708372740E+08,-2.217094514518196E+00
2458936.500000000,A.D. 2020-Mar-28 00:00:00.0000,-4.402871281805257E+07,-2.170575042898346E+08,-3.467928088319838E+06,7.388615196790716E+02,2.215051111062042E+08,-2.212493167146887E+00
2458937.500000000,A.D. 2020-Mar-29 00:00:00.0000,-4.189602096521784E+07,-2.172838108504247E+08,-3.524993980374753E+06,7.382245692939027E+02,2.213141581846105E+08,-2.207677566913434E+00
2458938.500000000,A.D. 2020-Mar-30 00:00:00.0000,-3.975949923624721E+07,-2.174902604501623E+08,-3.581737705949530E+06,7.375890377214176E+02,2.211236306123586E+08,-2.202647071497628E+00
2458939.500000000,A.D. 2020-Mar-31 00:00:00.0000,-3.761933349473651E+07,-2.176767828005124E+08,-3.638153231867194E+06,7.369549869786400E+02,2.209335469816845E+08,-2.197401069802859E+00
2458940.500000000,A.D. 2020-Apr-01 00:00:00.0000,-3.547571093972084E+07,-2.178433092888352E+08,-3.694234527363256E+06,7.363224792509901E+02,2.207439259353083E+08,-2.191938992954656E+00
2458941.500000000,A.D. 2020-Apr-02 00:00:00.0000,-3.332882009373266E+07,-2.179897730042146E+08,-3.749975564870268E+06,7.356915768853663E+02,2.205547861643600E+08,-2.186260306026087E+00
2458942.500000000,A.D. 2020-Apr-03 00:00:00.0000,-3.117885079029446E+07,-2.181161087632071E+08,-3.805370320832640E+06,7.350623423826228E+02,2.203661464061240E+08,-2.180364499170478E+00
2458943.500000000,A.D. 2020-Apr-04 00:00:00.0000,-2.902599416078850E+07,-2.182222531357187E+08,-3.860412776594877E+06,7.344348383901546E+02,2.201780254418172E+08,-2.174251085482590E+00
2458944.500000000,A.D. 2020-Apr-05 00:00:00.0000,-2.687044262084661E+07,-2.183081444711145E+08,-3.915096919305012E+06,7.338091276950490E+02,2.199904420945346E+08,-2.167919596572025E+00
2458945.500000000,A.D. 2020-Apr-06 00:00:00.0000,-2.471238985634441E+07,-2.183737229244008E+08,-3.969416742779002E+06,7.331852732173371E+02,2.198034152272271E+08,-2.161369575773868E+00
2458946.500000000,A.D. 2020-Apr-07 00:00:00.0000,-2.255203080886871E+07,-2.184189304822432E+08,-4.023366248366952E+06,7.325633380025276E+02,2.196169637404626E+08,-2.154600582635595E+00
2458947.500000000,A.D. 2020-Apr-08 00:00:00.0000,-2.038956166050778E+07,-2.184437109888191E+08,-4.076939445889026E+06,7.319433852134002E+02,2.194311065699661E+08,-2.147612208454391E+00
2458948.500000000,A.D. 2020-Apr-09 00:00:00.0000,-1.822517981801858E+07,-2.184480101717131E+08,-4.130130354630694E+06,7.313254781218366E+02,2.192458626841706E+08,-2.140404088990357E+00
2458949.500000000,A.D. 2020-Apr-10 00:00:00.0000,-1.605908389656091E+07,-2.184317756679394E+08,-4.182933004315138E+06,7.307096801010701E+02,2.190612510818935E+08,-2.132975905121100E+00
2458950.500000000,A.D. 2020-Apr-11 00:00:00.0000,-1.389147370306636E+07,-2.183949570499286E+08,-4.235341436004549E+06,7.300960546178344E+02,2.188772907899828E+08,-2.125327370061413E+00
2458951.500000000,A.D. 2020-Apr-12 00:00:00.0000,-1.172255021908485E+07,-2.183375058513336E+08,-4.287349702988997E+06,7.294846652239071E+02,2.186940008607822E+08,-2.117458211464223E+00
2458952.500000000,A.D. 2020-Apr-13 00:00:00.0000,-9.552515582916018E+06,-2.182593755927557E+08,-4.338951871757835E+06,7.288755755473873E+02,2.185114003695160E+08,-2.109368164566891E+00
2458953.500000000,A.D. 2020-Apr-14 00:00:00.0000,-7.381573071041281E+06,-2.181605218075467E+08,-4.390142023062080E+06,7.282688492843070E+02,2.183295084117739E+08,-2.101056986099618E+00
2458954.500000000,A.D. 2020-Apr-15 00:00:00.0000,-5.209927079050234E+06,-2.180409020676168E+08,-4.440914252973601E+06,7.276645501904280E+02,2.181483441010528E+08,-2.092524473940619E+00
2458955.500000000,A.D. 2020-Apr-16 00:00:00.0000,-3.037783102154844E+06,-2.179004760090278E+08,-4.491262673877448E+06,7.270627420725192E+02,2.179679265661405E+08,-2.083770470817732E+00
2458956.500000000,A.D. 2020-Apr-17 00:00:00.0000,-8.653477151525992E+05,-2.177392053572953E+08,-4.541181415450633E+06,7.264634887788554E+02,2.177882749482685E+08,-2.074794857233673E+00
2458957.500000000,A.D. 2020-Apr-18 00:00:00.0000,1.307171448305352E+06,-2.175570539525630E+08,-4.590664625706196E+06,7.258668541895440E+02,2.176094083982109E+08,-2.065597549331576E+00
2458958.500000000,A.D. 2020-Apr-19 00:00:00.0000,3.479565717063006E+06,-2.173539877748327E+08,-4.639706472080976E+06,7.252729022073437E+02,2.174313460735332E+08,-2.056178497740183E+00
2458959.500000000,A.D. 2020-Apr-20 00:00:00.0000,5.651625404270252E+06,-2.171299749691996E+08,-4.688301142491966E+06,7.246816967488502E+02,2.172541071359483E+08,-2.046537676872423E+00
2458960.500000000,A.D. 2020-Apr-21 00:00:00.0000,7.823139829696817E+06,-2.168849858708592E+08,-4.736442846360639E+06,7.240933017352893E+02,2.170777107485580E+08,-2.036675075104576E+00
2458961.500000000,A.D. 2020-Apr-22 00:00:00.0000,9.993897342745978E+06,-2.166189930297610E+08,-4.784125815685928E+06,7.235077810825638E+02,2.169021760728677E+08,-2.026590704548105E+00
2458962.500000000,A.D. 2020-Apr-23 00:00:00.0000,1.216368534622029E+07,-2.163319712350315E+08,-4.831344306201220E+06,7.229251986910476E+02,2.167275222657275E+08,-2.016284622329735E+00
2458963.500000000,A.D. 2020-Apr-24 00:00:00.0000,1.433229032066353E+07,-2.160238975393280E+08,-4.878092598545641E+06,7.223456184357093E+02,2.165537684763713E+08,-2.005756941248655E+00
2458964.500000000,A.D. 2020-Apr-25 00:00:00.0000,1.649949784911632E+07,-2.156947512830552E+08,-4.924364999368832E+06,7.217691041563357E+02,2.163809338434859E+08,-1.995007823050830E+00
2458965.500000000,A.D. 2020-Apr-26 00:00:00.0000,1.866509264235308E+07,-2.153445141182492E+08,-4.970155842381164E+06,7.211957196472315E+02,2.162090374921225E+08,-1.984037462504734E+00
2458966.500000000,A.D. 2020-Apr-27 00:00:00.0000,2.082885856480692E+07,-2.149731700321139E+08,-5.015459489444360E+06,7.206255286464395E+02,2.160380985304655E+08,-1.972846074791864E+00
2458967.500000000,A.D. 2020-Apr-28 00:00:00.0000,2.299057866126401E+07,-2.145807053703887E+08,-5.060270331755459E+06,7.200585948251920E+02,2.158681360466703E+08,-1.961433895190026E+00
2458968.500000000,A.D. 2020-Apr-29 00:00:00.0000,2.515003518419325E+07,-2.141671088606014E+08,-5.104582791072652E+06,7.194949817777964E+02,2.156991691058308E+08,-1.949801192146045E+00
2458969.500000000,A.D. 2020-Apr-30 00:00:00.0000,2.730700962155187E+07,-2.137323716349928E+08,-5.148391320893392E+06,7.189347530112417E+02,2.155312167468630E+08,-1.937948280139471E+00
2458970.500000000,A.D. 2020-May-01 00:00:00.0000,2.946128272509928E+07,-2.132764872529165E+08,-5.191690407583639E+06,7.183779719339088E+02,2.153642979791216E+08,-1.925875521230791E+00
2458971.500000000,A.D. 2020-May-02 00:00:00.0000,3.161263453937828E+07,-2.127994517227807E+08,-5.234474571537405E+06,7.178247018437341E+02,2.151984317788502E+08,-1.913583324019834E+00
2458972.500000000,A.D. 2020-May-03 00:00:00.0000,3.376084443137428E+07,-2.123012635237486E+08,-5.276738368393481E+06,7.172750059166208E+02,2.150336370857083E+08,-1.901072145624643E+00
2458973.500000000,A.D. 2020-May-04 00:00:00.0000,3.590569112067971E+07,-2.117819236272569E+08,-5.318476390239581E+06,7.167289471952720E+02,2.148699327994228E+08,-1.888342486005377E+00
2458974.500000000,A.D. 2020-May-05 00:00:00.0000,3.804695271007837E+07,-2.112414355181725E+08,-5.359683266756386E+06,7.161865885778266E+02,2.147073377763814E+08,-1.875394871328296E+00
2458975.500000000,A.D. 2020-May-06 00:00:00.0000,4.018440671669849E+07,-2.106798052153997E+08,-5.400353666359752E+06,7.156479928057967E+02,2.145458708260161E+08,-1.862229847282277E+00
2458976.500000000,A.D. 2020-May-07 00:00:00.0000,4.231783010388698E+07,-2.100970412919605E+08,-5.440482297421798E+06,7.151132224515519E+02,2.143855507070515E+08,-1.848847997063277E+00
2458977.500000000,A.D. 2020-May-08 00:00:00.0000,4.444699931369831E+07,-2.094931548947232E+08,-5.480063909543023E+06,7.145823399059454E+02,2.142263961237949E+08,-1.835249963922262E+00
2458978.500000000,A.D. 2020-May-09 00:00:00.0000,4.657169029976796E+07,-2.088681597638321E+08,-5.519093294774577E+06,7.140554073661395E+02,2.140684257224862E+08,-1.821436454686000E+00
2458979.500000000,A.D. 2020-May-10 00:00:00.0000,4.869167856051328E+07,-2.082220722516808E+08,-5.557565288754627E+06,7.135324868230882E+02,2.139116580875462E+08,-1.807408227191423E+00
2458980.500000000,A.D. 2020-May-11 00:00:00.0000,5.080673917284434E+07,-2.075549113413352E+08,-5.595474771832004E+06,7.130136400485246E+02,2.137561117376744E+08,-1.793166076860828E+00
2458981.500000000,A.D. 2020-May-12 00:00:00.0000,5.291664682654791E+07,-2.068666986645379E+08,-5.632816670263752E+06,7.124989285820747E+02,2.136018051219866E+08,-1.778710830204089E+00
2458982.500000000,A.D. 2020-May-13 00:00:00.0000,5.502117585930111E+07,-2.061574585194687E+08,-5.669585957480282E+06,7.119884137191121E+02,2.134487566163735E+08,-1.764043345099614E+00
2458983.500000000,A.D. 2020-May-14 00:00:00.0000,5.712010029216374E+07,-2.054272178881632E+08,-5.705777655340031E+06,7.114821564989613E+02,2.132969845199643E+08,-1.749164517941396E+00
2458984.500000000,A.D. 2020-May-15 00:00:00.0000,5.921319386551251E+07,-2.046760064533185E+08,-5.741386835332453E+06,7.109802176925781E+02,2.131465070514330E+08,-1.734075291779138E+00
2458985.500000000,A.D. 2020-May-16 00:00:00.0000,6.130023007555090E+07,-2.039038566144080E+08,-5.776408619778872E+06,7.104826577896328E+02,2.129973423451268E+08,-1.718776660612982E+00
2458986.500000000,A.D. 2020-May-17 00:00:00.0000,6.338098221149252E+07,-2.031108035032870E+08,-5.810838183092371E+06,7.099895369857721E+02,2.128495084472465E+08,-1.703269673183297E+00
